"","word","sentiment"
"1202","inappropriately","negative"
"1203","inattention","negative"
"1204","incapable","negative"
"1205","incapacitated","negative"
"1206","incapacity","negative"
"1207","incarcerate","negative"
"1208","incarcerated","negative"
"1209","incarcerates","negative"
"1210","incarcerating","negative"
"1211","incarceration","negative"
"1212","incarcerations","negative"
"1213","incidence","negative"
"1214","incidences","negative"
"1215","incident","negative"
"1216","incidents","negative"
"1217","incompatibilities","negative"
"1218","incompatibility","negative"
"1219","incompatible","negative"
"1220","incompetence","negative"
"1221","incompetency","negative"
"1222","incompetent","negative"
"1223","incompetently","negative"
"1224","incompetents","negative"
"1225","incomplete","negative"
"1226","incompletely","negative"
"1227","incompleteness","negative"
"1228","inconclusive","negative"
"1229","inconsistencies","negative"
"1230","inconsistency","negative"
"1231","inconsistent","negative"
"1232","inconsistently","negative"
"1233","inconvenience","negative"
"1234","inconveniences","negative"
"1235","inconvenient","negative"
"1236","incorrect","negative"
"1237","incorrectly","negative"
"1238","incorrectness","negative"
"1239","indecency","negative"
"1240","indecent","negative"
"1241","indefeasible","negative"
"1242","indefeasibly","negative"
"1243","indict","negative"
"1244","indictable","negative"
"1245","indicted","negative"
"1246","indicting","negative"
"1247","indictment","negative"
"1248","indictments","negative"
"1249","ineffective","negative"
"1250","ineffectively","negative"
"1251","ineffectiveness","negative"
"1252","inefficiencies","negative"
"1253","inefficiency","negative"
"1254","inefficient","negative"
"1255","inefficiently","negative"
"1256","ineligibility","negative"
"1257","ineligible","negative"
"1258","inequitable","negative"
"1259","inequitably","negative"
"1260","inequities","negative"
"1261","inequity","negative"
"1262","inevitable","negative"
"1263","inexperience","negative"
"1264","inexperienced","negative"
"1265","inferior","negative"
"1266","inflicted","negative"
"1267","infraction","negative"
"1268","infractions","negative"
"1269","infringe","negative"
"1270","infringed","negative"
"1271","infringement","negative"
"1272","infringements","negative"
"1273","infringes","negative"
"1274","infringing","negative"
"1275","inhibited","negative"
"1276","inimical","negative"
"1277","injunction","negative"
"1278","injunctions","negative"
"1279","injure","negative"
"1280","injured","negative"
"1281","injures","negative"
"1282","injuries","negative"
"1283","injuring","negative"
"1284","injurious","negative"
"1285","injury","negative"
"1286","inordinate","negative"
"1287","inordinately","negative"
"1288","inquiry","negative"
"1289","insecure","negative"
"1290","insensitive","negative"
"1291","insolvencies","negative"
"1292","insolvency","negative"
"1293","insolvent","negative"
"1294","instability","negative"
"1295","insubordination","negative"
"1296","insufficiency","negative"
"1297","insufficient","negative"
"1298","insufficiently","negative"
"1299","insurrection","negative"
"1300","insurrections","negative"
"1301","intentional","negative"
"1302","interfere","negative"
"1303","interfered","negative"
"1304","interference","negative"
"1305","interferences","negative"
"1306","interferes","negative"
"1307","interfering","negative"
"1308","intermittent","negative"
"1309","intermittently","negative"
"1310","interrupt","negative"
"1311","interrupted","negative"
"1312","interrupting","negative"
"1313","interruption","negative"
"1314","interruptions","negative"
"1315","interrupts","negative"
"1316","intimidation","negative"
"1317","intrusion","negative"
"1318","invalid","negative"
"1319","invalidate","negative"
"1320","invalidated","negative"
"1321","invalidates","negative"
"1322","invalidating","negative"
"1323","invalidation","negative"
"1324","invalidity","negative"
"1325","investigate","negative"
"1326","investigated","negative"
"1327","investigates","negative"
"1328","investigating","negative"
"1329","investigation","negative"
"1330","investigations","negative"
"1331","involuntarily","negative"
"1332","involuntary","negative"
"1333","irreconcilable","negative"
"1334","irreconcilably","negative"
"1335","irrecoverable","negative"
"1336","irrecoverably","negative"
"1337","irregular","negative"
"1338","irregularities","negative"
"1339","irregularity","negative"
"1340","irregularly","negative"
"1341","irreparable","negative"
"1342","irreparably","negative"
"1343","irreversible","negative"
"1344","jeopardize","negative"
"1345","jeopardized","negative"
"1346","justifiable","negative"
"1347","kickback","negative"
"1348","kickbacks","negative"
"1349","knowingly","negative"
"1350","lack","negative"
"1351","lacked","negative"
"1352","lacking","negative"
"1353","lackluster","negative"
"1354","lacks","negative"
"1355","lag","negative"
"1356","lagged","negative"
"1357","lagging","negative"
"1358","lags","negative"
"1359","lapse","negative"
"1360","lapsed","negative"
"1361","lapses","negative"
"1362","lapsing","negative"
"1363","late","negative"
"1364","laundering","negative"
"1365","layoff","negative"
"1366","layoffs","negative"
"1367","lie","negative"
"1368","limitation","negative"
"1369","limitations","negative"
"1370","lingering","negative"
"1371","liquidate","negative"
"1372","liquidated","negative"
"1373","liquidates","negative"
"1374","liquidating","negative"
"1375","liquidation","negative"
"1376","liquidations","negative"
"1377","liquidator","negative"
"1378","liquidators","negative"
"1379","litigant","negative"
"1380","litigants","negative"
"1381","litigate","negative"
"1382","litigated","negative"
"1383","litigates","negative"
"1384","litigating","negative"
"1385","litigation","negative"
"1386","litigations","negative"
"1387","lockout","negative"
"1388","lockouts","negative"
"1389","lose","negative"
"1390","loses","negative"
"1391","losing","negative"
"1392","loss","negative"
"1393","losses","negative"
"1394","lost","negative"
"1395","lying","negative"
"1396","malfeasance","negative"
"1397","malfunction","negative"
"1398","malfunctioned","negative"
"1399","malfunctioning","negative"
"1400","malfunctions","negative"
"1401","malice","negative"
"1402","malicious","negative"
"1403","maliciously","negative"
"1404","malpractice","negative"
"1405","manipulate","negative"
"1406","manipulated","negative"
"1407","manipulates","negative"
"1408","manipulating","negative"
"1409","manipulation","negative"
"1410","manipulations","negative"
"1411","manipulative","negative"
"1412","markdown","negative"
"1413","markdowns","negative"
"1414","misapplication","negative"
"1415","misapplications","negative"
"1416","misapplied","negative"
"1417","misapplies","negative"
"1418","misapply","negative"
"1419","misapplying","negative"
"1420","misappropriate","negative"
"1421","misappropriated","negative"
"1422","misappropriates","negative"
"1423","misappropriating","negative"
"1424","misappropriation","negative"
"1425","misappropriations","negative"
"1426","misbranded","negative"
"1427","miscalculate","negative"
"1428","miscalculated","negative"
"1429","miscalculates","negative"
"1430","miscalculating","negative"
"1431","miscalculation","negative"
"1432","miscalculations","negative"
"1433","mischaracterization","negative"
"1434","mischief","negative"
"1435","misclassification","negative"
"1436","misclassifications","negative"
"1437","misclassified","negative"
"1438","misclassify","negative"
"1439","miscommunication","negative"
"1440","misconduct","negative"
"1441","misdated","negative"
"1442","misdemeanor","negative"
"1443","misdemeanors","negative"
"1444","misdirected","negative"
"1445","mishandle","negative"
"1446","mishandled","negative"
"1447","mishandles","negative"
"1448","mishandling","negative"
"1449","misinform","negative"
"1450","misinformation","negative"
"1451","misinformed","negative"
"1452","misinforming","negative"
"1453","misinforms","negative"
"1454","misinterpret","negative"
"1455","misinterpretation","negative"
"1456","misinterpretations","negative"
"1457","misinterpreted","negative"
"1458","misinterpreting","negative"
"1459","misinterprets","negative"
"1460","misjudge","negative"
"1461","misjudged","negative"
"1462","misjudges","negative"
"1463","misjudging","negative"
"1464","misjudgment","negative"
"1465","misjudgments","negative"
"1466","mislabel","negative"
"1467","mislabeled","negative"
"1468","mislabeling","negative"
"1469","mislabelled","negative"
"1470","mislabels","negative"
"1471","mislead","negative"
"1472","misleading","negative"
"1473","misleadingly","negative"
"1474","misleads","negative"
"1475","misled","negative"
"1476","mismanage","negative"
"1477","mismanaged","negative"
"1478","mismanagement","negative"
"1479","mismanages","negative"
"1480","mismanaging","negative"
"1481","mismatch","negative"
"1482","mismatched","negative"
"1483","mismatches","negative"
"1484","mismatching","negative"
"1485","misplaced","negative"
"1486","misprice","negative"
"1487","mispricing","negative"
"1488","mispricings","negative"
"1489","misrepresent","negative"
"1490","misrepresentation","negative"
"1491","misrepresentations","negative"
"1492","misrepresented","negative"
"1493","misrepresenting","negative"
"1494","misrepresents","negative"
"1495","miss","negative"
"1496","missed","negative"
"1497","misses","negative"
"1498","misstate","negative"
"1499","misstated","negative"
"1500","misstatement","negative"
"1501","misstatements","negative"
"1502","misstates","negative"
"1503","misstating","negative"
"1504","misstep","negative"
"1505","missteps","negative"
"1506","mistake","negative"
"1507","mistaken","negative"
"1508","mistakenly","negative"
"1509","mistakes","negative"
"1510","mistaking","negative"
"1511","mistrial","negative"
"1512","mistrials","negative"
"1513","misunderstand","negative"
"1514","misunderstanding","negative"
"1515","misunderstandings","negative"
"1516","misunderstood","negative"
"1517","misuse","negative"
"1518","misused","negative"
"1519","misuses","negative"
"1520","misusing","negative"
"1521","monopolistic","negative"
"1522","monopolists","negative"
"1523","monopolization","negative"
"1524","monopolize","negative"
"1525","monopolized","negative"
"1526","monopolizes","negative"
"1527","monopolizing","negative"
"1528","monopoly","negative"
"1529","moratoria","negative"
"1530","moratorium","negative"
"1531","moratoriums","negative"
"1532","mothballed","negative"
"1533","mothballing","negative"
"1534","negative","negative"
"1535","negatively","negative"
"1536","negatives","negative"
"1537","neglect","negative"
"1538","neglected","negative"
"1539","neglectful","negative"
"1540","neglecting","negative"
"1541","neglects","negative"
"1542","negligence","negative"
"1543","negligences","negative"
"1544","negligent","negative"
"1545","negligently","negative"
"1546","nonattainment","negative"
"1547","noncompetitive","negative"
"1548","noncompliance","negative"
"1549","noncompliances","negative"
"1550","noncompliant","negative"
"1551","noncomplying","negative"
"1552","nonconforming","negative"
"1553","nonconformities","negative"
"1554","nonconformity","negative"
"1555","nondisclosure","negative"
"1556","nonfunctional","negative"
"1557","nonpayment","negative"
"1558","nonpayments","negative"
"1559","nonperformance","negative"
"1560","nonperformances","negative"
"1561","nonperforming","negative"
"1562","nonproducing","negative"
"1563","nonproductive","negative"
"1564","nonrecoverable","negative"
"1565","nonrenewal","negative"
"1566","nuisance","negative"
"1567","nuisances","negative"
"1568","nullification","negative"
"1569","nullifications","negative"
"1570","nullified","negative"
"1571","nullifies","negative"
"1572","nullify","negative"
"1573","nullifying","negative"
"1574","objected","negative"
"1575","objecting","negative"
"1576","objection","negative"
"1577","objectionable","negative"
"1578","objectionably","negative"
"1579","objections","negative"
"1580","obscene","negative"
"1581","obscenity","negative"
"1582","obsolescence","negative"
"1583","obsolete","negative"
"1584","obstacle","negative"
"1585","obstacles","negative"
"1586","obstruct","negative"
"1587","obstructed","negative"
"1588","obstructing","negative"
"1589","obstruction","negative"
"1590","obstructions","negative"
"1591","offence","negative"
"1592","offences","negative"
"1593","offend","negative"
"1594","offended","negative"
"1595","offender","negative"
"1596","offenders","negative"
"1597","offending","negative"
"1598","offends","negative"
"1599","omission","negative"
"1600","omissions","negative"
"1601","omit","negative"
"1602","omits","negative"
"1603","omitted","negative"
"1604","omitting","negative"
"1605","onerous","negative"
"1606","opportunistic","negative"
"1607","opportunistically","negative"
"1608","oppose","negative"
"1609","opposed","negative"
"1610","opposes","negative"
"1611","opposing","negative"
"1612","opposition","negative"
"1613","oppositions","negative"
"1614","outage","negative"
"1615","outages","negative"
"1616","outdated","negative"
"1617","outmoded","negative"
"1618","overage","negative"
"1619","overages","negative"
"1620","overbuild","negative"
"1621","overbuilding","negative"
"1622","overbuilds","negative"
"1623","overbuilt","negative"
"1624","overburden","negative"
"1625","overburdened","negative"
"1626","overburdening","negative"
"1627","overcapacities","negative"
"1628","overcapacity","negative"
"1629","overcharge","negative"
"1630","overcharged","negative"
"1631","overcharges","negative"
"1632","overcharging","negative"
"1633","overcome","negative"
"1634","overcomes","negative"
"1635","overcoming","negative"
"1636","overdue","negative"
"1637","overestimate","negative"
"1638","overestimated","negative"
"1639","overestimates","negative"
"1640","overestimating","negative"
"1641","overestimation","negative"
"1642","overestimations","negative"
"1643","overload","negative"
"1644","overloaded","negative"
"1645","overloading","negative"
"1646","overloads","negative"
"1647","overlook","negative"
"1648","overlooked","negative"
"1649","overlooking","negative"
"1650","overlooks","negative"
"1651","overpaid","negative"
"1652","overpayment","negative"
"1653","overpayments","negative"
"1654","overproduced","negative"
"1655","overproduces","negative"
"1656","overproducing","negative"
"1657","overproduction","negative"
"1658","overrun","negative"
"1659","overrunning","negative"
"1660","overruns","negative"
"1661","overshadow","negative"
"1662","overshadowed","negative"
"1663","overshadowing","negative"
"1664","overshadows","negative"
"1665","overstate","negative"
"1666","overstated","negative"
"1667","overstatement","negative"
"1668","overstatements","negative"
"1669","overstates","negative"
"1670","overstating","negative"
"1671","oversupplied","negative"
"1672","oversupplies","negative"
"1673","oversupply","negative"
"1674","oversupplying","negative"
"1675","overtly","negative"
"1676","overturn","negative"
"1677","overturned","negative"
"1678","overturning","negative"
"1679","overturns","negative"
"1680","overvalue","negative"
"1681","overvalued","negative"
"1682","overvaluing","negative"
"1683","panic","negative"
"1684","panics","negative"
"1685","penalize","negative"
"1686","penalized","negative"
"1687","penalizes","negative"
"1688","penalizing","negative"
"1689","penalties","negative"
"1690","penalty","negative"
"1691","peril","negative"
"1692","perils","negative"
"1693","perjury","negative"
"1694","perpetrate","negative"
"1695","perpetrated","negative"
"1696","perpetrates","negative"
"1697","perpetrating","negative"
"1698","perpetration","negative"
"1699","persist","negative"
"1700","persisted","negative"
"1701","persistence","negative"
"1702","persistent","negative"
"1703","persistently","negative"
"1704","persisting","negative"
"1705","persists","negative"
"1706","pervasive","negative"
"1707","pervasively","negative"
"1708","pervasiveness","negative"
"1709","petty","negative"
"1710","picket","negative"
"1711","picketed","negative"
"1712","picketing","negative"
"1713","plaintiff","negative"
"1714","plaintiffs","negative"
"1715","plea","negative"
"1716","plead","negative"
"1717","pleaded","negative"
"1718","pleading","negative"
"1719","pleadings","negative"
"1720","pleads","negative"
"1721","pleas","negative"
"1722","pled","negative"
"1723","poor","negative"
"1724","poorly","negative"
"1725","poses","negative"
"1726","posing","negative"
"1727","postpone","negative"
"1728","postponed","negative"
"1729","postponement","negative"
"1730","postponements","negative"
"1731","postpones","negative"
"1732","postponing","negative"
"1733","precipitated","negative"
"1734","precipitous","negative"
"1735","precipitously","negative"
"1736","preclude","negative"
"1737","precluded","negative"
"1738","precludes","negative"
"1739","precluding","negative"
"1740","predatory","negative"
"1741","prejudice","negative"
"1742","prejudiced","negative"
"1743","prejudices","negative"
"1744","prejudicial","negative"
"1745","prejudicing","negative"
"1746","premature","negative"
"1747","prematurely","negative"
"1748","pressing","negative"
"1749","pretrial","negative"
"1750","preventing","negative"
"1751","prevention","negative"
"1752","prevents","negative"
"1753","problem","negative"
"1754","problematic","negative"
"1755","problematical","negative"
"1756","problems","negative"
"1757","prolong","negative"
"1758","prolongation","negative"
"1759","prolongations","negative"
"1760","prolonged","negative"
"1761","prolonging","negative"
"1762","prolongs","negative"
"1763","prone","negative"
"1764","prosecute","negative"
"1765","prosecuted","negative"
"1766","prosecutes","negative"
"1767","prosecuting","negative"
"1768","prosecution","negative"
"1769","prosecutions","negative"
"1770","protest","negative"
"1771","protested","negative"
"1772","protester","negative"
"1773","protesters","negative"
"1774","protesting","negative"
"1775","protestor","negative"
"1776","protestors","negative"
"1777","protests","negative"
"1778","protracted","negative"
"1779","protraction","negative"
"1780","provoke","negative"
"1781","provoked","negative"
"1782","provokes","negative"
"1783","provoking","negative"
"1784","punished","negative"
"1785","punishes","negative"
"1786","punishing","negative"
"1787","punishment","negative"
"1788","punishments","negative"
"1789","punitive","negative"
"1790","purport","negative"
"1791","purported","negative"
"1792","purportedly","negative"
"1793","purporting","negative"
"1794","purports","negative"
"1795","question","negative"
"1796","questionable","negative"
"1797","questionably","negative"
"1798","questioned","negative"
"1799","questioning","negative"
"1800","questions","negative"
"1801","quit","negative"
"1802","quitting","negative"
"1803","racketeer","negative"
"1804","racketeering","negative"
"1805","rationalization","negative"
"1806","rationalizations","negative"
"1807","rationalize","negative"
"1808","rationalized","negative"
"1809","rationalizes","negative"
"1810","rationalizing","negative"
"1811","reassessment","negative"
"1812","reassessments","negative"
"1813","reassign","negative"
"1814","reassigned","negative"
"1815","reassigning","negative"
"1816","reassignment","negative"
"1817","reassignments","negative"
"1818","reassigns","negative"
"1819","recall","negative"
"1820","recalled","negative"
"1821","recalling","negative"
"1822","recalls","negative"
"1823","recession","negative"
"1824","recessionary","negative"
"1825","recessions","negative"
"1826","reckless","negative"
"1827","recklessly","negative"
"1828","recklessness","negative"
"1829","redact","negative"
"1830","redacted","negative"
"1831","redacting","negative"
"1832","redaction","negative"
"1833","redactions","negative"
"1834","redefault","negative"
"1835","redefaulted","negative"
"1836","redefaults","negative"
"1837","redress","negative"
"1838","redressed","negative"
"1839","redresses","negative"
"1840","redressing","negative"
"1841","refusal","negative"
"1842","refusals","negative"
"1843","refuse","negative"
"1844","refused","negative"
"1845","refuses","negative"
"1846","refusing","negative"
"1847","reject","negative"
"1848","rejected","negative"
"1849","rejecting","negative"
"1850","rejection","negative"
"1851","rejections","negative"
"1852","rejects","negative"
"1853","relinquish","negative"
"1854","relinquished","negative"
"1855","relinquishes","negative"
"1856","relinquishing","negative"
"1857","relinquishment","negative"
"1858","relinquishments","negative"
"1859","reluctance","negative"
"1860","reluctant","negative"
"1861","renegotiate","negative"
"1862","renegotiated","negative"
"1863","renegotiates","negative"
"1864","renegotiating","negative"
"1865","renegotiation","negative"
"1866","renegotiations","negative"
"1867","renounce","negative"
"1868","renounced","negative"
"1869","renouncement","negative"
"1870","renouncements","negative"
"1871","renounces","negative"
"1872","renouncing","negative"
"1873","reparation","negative"
"1874","reparations","negative"
"1875","repossessed","negative"
"1876","repossesses","negative"
"1877","repossessing","negative"
"1878","repossession","negative"
"1879","repossessions","negative"
"1880","repudiate","negative"
"1881","repudiated","negative"
"1882","repudiates","negative"
"1883","repudiating","negative"
"1884","repudiation","negative"
"1885","repudiations","negative"
"1886","resign","negative"
"1887","resignation","negative"
"1888","resignations","negative"
"1889","resigned","negative"
"1890","resigning","negative"
"1891","resigns","negative"
"1892","restate","negative"
"1893","restated","negative"
"1894","restatement","negative"
"1895","restatements","negative"
"1896","restates","negative"
"1897","restating","negative"
"1898","restructure","negative"
"1899","restructured","negative"
"1900","restructures","negative"
"1901","restructuring","negative"
"1902","restructurings","negative"
"1903","retaliate","negative"
"1904","retaliated","negative"
"1905","retaliates","negative"
"1906","retaliating","negative"
"1907","retaliation","negative"
"1908","retaliations","negative"
"1909","retaliatory","negative"
"1910","retribution","negative"
"1911","retributions","negative"
"1912","revocation","negative"
"1913","revocations","negative"
"1914","revoke","negative"
"1915","revoked","negative"
"1916","revokes","negative"
"1917","revoking","negative"
"1918","ridicule","negative"
"1919","ridiculed","negative"
"1920","ridicules","negative"
"1921","ridiculing","negative"
"1922","riskier","negative"
"1923","riskiest","negative"
"1924","risky","negative"
"1925","sabotage","negative"
"1926","sacrifice","negative"
"1927","sacrificed","negative"
"1928","sacrifices","negative"
"1929","sacrificial","negative"
"1930","sacrificing","negative"
"1931","scandalous","negative"
"1932","scandals","negative"
"1933","scrutinize","negative"
"1934","scrutinized","negative"
"1935","scrutinizes","negative"
"1936","scrutinizing","negative"
"1937","scrutiny","negative"
"1938","secrecy","negative"
"1939","seize","negative"
"1940","seized","negative"
"1941","seizes","negative"
"1942","seizing","negative"
"1943","sentenced","negative"
"1944","sentencing","negative"
"1945","serious","negative"
"1946","seriously","negative"
"1947","seriousness","negative"
"1948","setback","negative"
"1949","setbacks","negative"
"1950","sever","negative"
"1951","severe","negative"
"1952","severed","negative"
"1953","severely","negative"
"1954","severities","negative"
"1955","severity","negative"
"1956","sharply","negative"
"1957","shocked","negative"
"1958","shortage","negative"
"1959","shortages","negative"
"1960","shortfall","negative"
"1961","shortfalls","negative"
"1962","shrinkage","negative"
"1963","shrinkages","negative"
"1964","shut","negative"
"1965","shutdown","negative"
"1966","shutdowns","negative"
"1967","shuts","negative"
"1968","shutting","negative"
"1969","slander","negative"
"1970","slandered","negative"
"1971","slanderous","negative"
"1972","slanders","negative"
"1973","slippage","negative"
"1974","slippages","negative"
"1975","slow","negative"
"1976","slowdown","negative"
"1977","slowdowns","negative"
"1978","slowed","negative"
"1979","slower","negative"
"1980","slowest","negative"
"1981","slowing","negative"
"1982","slowly","negative"
"1983","slowness","negative"
"1984","sluggish","negative"
"1985","sluggishly","negative"
"1986","sluggishness","negative"
"1987","solvencies","negative"
"1988","solvency","negative"
"1989","spam","negative"
"1990","spammers","negative"
"1991","spamming","negative"
"1992","staggering","negative"
"1993","stagnant","negative"
"1994","stagnate","negative"
"1995","stagnated","negative"
"1996","stagnates","negative"
"1997","stagnating","negative"
"1998","stagnation","negative"
"1999","standstill","negative"
"2000","standstills","negative"
"2001","stolen","negative"
"2002","stoppage","negative"
"2003","stoppages","negative"
"2004","stopped","negative"
"2005","stopping","negative"
"2006","stops","negative"
"2007","strain","negative"
"2008","strained","negative"
"2009","straining","negative"
"2010","strains","negative"
"2011","stress","negative"
"2012","stressed","negative"
"2013","stresses","negative"
"2014","stressful","negative"
"2015","stressing","negative"
"2016","stringent","negative"
"2017","subjected","negative"
"2018","subjecting","negative"
"2019","subjection","negative"
"2020","subpoena","negative"
"2021","subpoenaed","negative"
"2022","subpoenas","negative"
"2023","substandard","negative"
"2024","sue","negative"
"2025","sued","negative"
"2026","sues","negative"
"2027","suffer","negative"
"2028","suffered","negative"
"2029","suffering","negative"
"2030","suffers","negative"
"2031","suing","negative"
"2032","summoned","negative"
"2033","summoning","negative"
"2034","summons","negative"
"2035","summonses","negative"
"2036","susceptibility","negative"
"2037","susceptible","negative"
"2038","suspect","negative"
"2039","suspected","negative"
"2040","suspects","negative"
"2041","suspend","negative"
"2042","suspended","negative"
"2043","suspending","negative"
"2044","suspends","negative"
"2045","suspension","negative"
"2046","suspensions","negative"
"2047","suspicion","negative"
"2048","suspicions","negative"
"2049","suspicious","negative"
"2050","suspiciously","negative"
"2051","taint","negative"
"2052","tainted","negative"
"2053","tainting","negative"
"2054","taints","negative"
"2055","tampered","negative"
"2056","tense","negative"
"2057","terminate","negative"
"2058","terminated","negative"
"2059","terminates","negative"
"2060","terminating","negative"
"2061","termination","negative"
"2062","terminations","negative"
"2063","testify","negative"
"2064","testifying","negative"
"2065","threat","negative"
"2066","threaten","negative"
"2067","threatened","negative"
"2068","threatening","negative"
"2069","threatens","negative"
"2070","threats","negative"
"2071","tightening","negative"
"2072","tolerate","negative"
"2073","tolerated","negative"
"2074","tolerates","negative"
"2075","tolerating","negative"
"2076","toleration","negative"
"2077","tortuous","negative"
"2078","tortuously","negative"
"2079","tragedies","negative"
"2080","tragedy","negative"
"2081","tragic","negative"
"2082","tragically","negative"
"2083","traumatic","negative"
"2084","trouble","negative"
"2085","troubled","negative"
"2086","troubles","negative"
"2087","turbulence","negative"
"2088","turmoil","negative"
"2089","unable","negative"
"2090","unacceptable","negative"
"2091","unacceptably","negative"
"2092","unaccounted","negative"
"2093","unannounced","negative"
"2094","unanticipated","negative"
"2095","unapproved","negative"
"2096","unattractive","negative"
"2097","unauthorized","negative"
"2098","unavailability","negative"
"2099","unavailable","negative"
"2100","unavoidable","negative"
"2101","unavoidably","negative"
"2102","unaware","negative"
"2103","uncollectable","negative"
"2104","uncollected","negative"
"2105","uncollectibility","negative"
"2106","uncollectible","negative"
"2107","uncollectibles","negative"
"2108","uncompetitive","negative"
"2109","uncompleted","negative"
"2110","unconscionable","negative"
"2111","unconscionably","negative"
"2112","uncontrollable","negative"
"2113","uncontrollably","negative"
"2114","uncontrolled","negative"
"2115","uncorrected","negative"
"2116","uncover","negative"
"2117","uncovered","negative"
"2118","uncovering","negative"
"2119","uncovers","negative"
"2120","undeliverable","negative"
"2121","undelivered","negative"
"2122","undercapitalized","negative"
"2123","undercut","negative"
"2124","undercuts","negative"
"2125","undercutting","negative"
"2126","underestimate","negative"
"2127","underestimated","negative"
"2128","underestimates","negative"
"2129","underestimating","negative"
"2130","underestimation","negative"
"2131","underfunded","negative"
"2132","underinsured","negative"
"2133","undermine","negative"
"2134","undermined","negative"
"2135","undermines","negative"
"2136","undermining","negative"
"2137","underpaid","negative"
"2138","underpayment","negative"
"2139","underpayments","negative"
"2140","underpays","negative"
"2141","underperform","negative"
"2142","underperformance","negative"
"2143","underperformed","negative"
"2144","underperforming","negative"
"2145","underperforms","negative"
"2146","underproduced","negative"
"2147","underproduction","negative"
"2148","underreporting","negative"
"2149","understate","negative"
"2150","understated","negative"
"2151","understatement","negative"
"2152","understatements","negative"
"2153","understates","negative"
"2154","understating","negative"
"2155","underutilization","negative"
"2156","underutilized","negative"
"2157","undesirable","negative"
"2158","undesired","negative"
"2159","undetected","negative"
"2160","undetermined","negative"
"2161","undisclosed","negative"
"2162","undocumented","negative"
"2163","undue","negative"
"2164","unduly","negative"
"2165","uneconomic","negative"
"2166","uneconomical","negative"
"2167","uneconomically","negative"
"2168","unemployed","negative"
"2169","unemployment","negative"
"2170","unethical","negative"
"2171","unethically","negative"
"2172","unexcused","negative"
"2173","unexpected","negative"
"2174","unexpectedly","negative"
"2175","unfair","negative"
"2176","unfairly","negative"
"2177","unfavorability","negative"
"2178","unfavorable","negative"
"2179","unfavorably","negative"
"2180","unfavourable","negative"
"2181","unfeasible","negative"
"2182","unfit","negative"
"2183","unfitness","negative"
"2184","unforeseeable","negative"
"2185","unforeseen","negative"
"2186","unforseen","negative"
"2187","unfortunate","negative"
"2188","unfortunately","negative"
"2189","unfounded","negative"
"2190","unfriendly","negative"
"2191","unfulfilled","negative"
"2192","unfunded","negative"
"2193","uninsured","negative"
"2194","unintended","negative"
"2195","unintentional","negative"
"2196","unintentionally","negative"
"2197","unjust","negative"
"2198","unjustifiable","negative"
"2199","unjustifiably","negative"
"2200","unjustified","negative"
"2201","unjustly","negative"
"2202","unknowing","negative"
"2203","unknowingly","negative"
"2204","unlawful","negative"
"2205","unlawfully","negative"
"2206","unlicensed","negative"
"2207","unliquidated","negative"
"2208","unmarketable","negative"
"2209","unmerchantable","negative"
"2210","unmeritorious","negative"
"2211","unnecessarily","negative"
"2212","unnecessary","negative"
"2213","unneeded","negative"
"2214","unobtainable","negative"
"2215","unoccupied","negative"
"2216","unpaid","negative"
"2217","unperformed","negative"
"2218","unplanned","negative"
"2219","unpopular","negative"
"2220","unpredictability","negative"
"2221","unpredictable","negative"
"2222","unpredictably","negative"
"2223","unpredicted","negative"
"2224","unproductive","negative"
"2225","unprofitability","negative"
"2226","unprofitable","negative"
"2227","unqualified","negative"
"2228","unrealistic","negative"
"2229","unreasonable","negative"
"2230","unreasonableness","negative"
"2231","unreasonably","negative"
"2232","unreceptive","negative"
"2233","unrecoverable","negative"
"2234","unrecovered","negative"
"2235","unreimbursed","negative"
"2236","unreliable","negative"
"2237","unremedied","negative"
"2238","unreported","negative"
"2239","unresolved","negative"
"2240","unrest","negative"
"2241","unsafe","negative"
"2242","unsalable","negative"
"2243","unsaleable","negative"
"2244","unsatisfactory","negative"
"2245","unsatisfied","negative"
"2246","unsavory","negative"
"2247","unscheduled","negative"
"2248","unsellable","negative"
"2249","unsold","negative"
"2250","unsound","negative"
"2251","unstabilized","negative"
"2252","unstable","negative"
"2253","unsubstantiated","negative"
"2254","unsuccessful","negative"
"2255","unsuccessfully","negative"
"2256","unsuitability","negative"
"2257","unsuitable","negative"
"2258","unsuitably","negative"
"2259","unsuited","negative"
"2260","unsure","negative"
"2261","unsuspected","negative"
"2262","unsuspecting","negative"
"2263","unsustainable","negative"
"2264","untenable","negative"
"2265","untimely","negative"
"2266","untrusted","negative"
"2267","untruth","negative"
"2268","untruthful","negative"
"2269","untruthfully","negative"
"2270","untruthfulness","negative"
"2271","untruths","negative"
"2272","unusable","negative"
"2273","unwanted","negative"
"2274","unwarranted","negative"
"2275","unwelcome","negative"
"2276","unwilling","negative"
"2277","unwillingness","negative"
"2278","upset","negative"
"2279","urgency","negative"
"2280","urgent","negative"
"2281","usurious","negative"
"2282","usurp","negative"
"2283","usurped","negative"
"2284","usurping","negative"
"2285","usurps","negative"
"2286","usury","negative"
"2287","vandalism","negative"
"2288","verdict","negative"
"2289","verdicts","negative"
"2290","vetoed","negative"
"2291","victims","negative"
"2292","violate","negative"
"2293","violated","negative"
"2294","violates","negative"
"2295","violating","negative"
"2296","violation","negative"
"2297","violations","negative"
"2298","violative","negative"
"2299","violator","negative"
